Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,LandArea,Areaname,Density
2007,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,9,230.31,"Putnam, NY",0.039077765
2012,NEW YORK,36,EASTERN,60,RENSSELAER,83,57,652.43,"Rensselaer, NY",0.087365694
2007,NEW YORK,36,EASTERN,60,RENSSELAER,83,87,652.43,"Rensselaer, NY",0.133347639
2002,NEW YORK,36,EASTERN,60,RENSSELAER,83,104,652.43,"Rensselaer, NY",0.159404074
2012,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,122,173.55,"Rockland, NY",0.702967445
2007,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,46,173.55,"Rockland, NY",0.265053299
2002,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,28,173.55,"Rockland, NY",0.161336791
2012,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,692,2680.38,"St. Lawrence, NY",0.258172349
2007,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,1055,2680.38,"St. Lawrence, NY",0.393600907
2002,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,1395,2680.38,"St. Lawrence, NY",0.520448593
2012,NEW YORK,36,EASTERN,60,SARATOGA,91,140,809.98,"Saratoga, NY",0.172843774
2007,NEW YORK,36,EASTERN,60,SARATOGA,91,339,809.98,"Saratoga, NY",0.418528853
2002,NEW YORK,36,EASTERN,60,SARATOGA,91,646,809.98,"Saratoga, NY",0.797550557
2007,NEW YORK,36,EASTERN,60,SCHENECTADY,93,18,204.52,"Schenectady, NY",0.088010952
2002,NEW YORK,36,EASTERN,60,SCHENECTADY,93,21,204.52,"Schenectady, NY",0.102679445
2012,NEW YORK,36,EASTERN,60,SCHOHARIE,95,219,621.82,"Schoharie, NY",0.352191953
2007,NEW YORK,36,EASTERN,60,SCHOHARIE,95,754,621.82,"Schoharie, NY",1.212569554
2012,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,53,328.33,"Schuyler, NY",0.161422959
2007,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,616,328.33,"Schuyler, NY",1.876161179
2002,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,63,328.33,"Schuyler, NY",0.191880121
2012,NEW YORK,36,WESTERN,40,SENECA,99,204,323.71,"Seneca, NY",0.630193692
2007,NEW YORK,36,WESTERN,40,SENECA,99,470,323.71,"Seneca, NY",1.451916839
2002,NEW YORK,36,WESTERN,40,SENECA,99,441,323.71,"Seneca, NY",1.362330481
2012,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,919,1390.56,"Steuben, NY",0.660884823
2007,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,1467,1390.56,"Steuben, NY",1.054970659
2002,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,1312,1390.56,"Steuben, NY",0.943504775
2012,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,423,912.05,"Suffolk, NY",0.463790362
2007,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,208,912.05,"Suffolk, NY",0.228057672
2002,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,186,912.05,"Suffolk, NY",0.203936188
2012,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,84,968.13,"Sullivan, NY",0.086765207
2007,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,41,968.13,"Sullivan, NY",0.042349684
2002,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,62,968.13,"Sullivan, NY",0.064040986
2012,NEW YORK,36,SOUTHERN,80,TIOGA,107,1191,518.6,"Tioga, NY",2.296567682
2007,NEW YORK,36,SOUTHERN,80,TIOGA,107,1485,518.6,"Tioga, NY",2.863478596
2002,NEW YORK,36,SOUTHERN,80,TIOGA,107,1883,518.6,"Tioga, NY",3.630929425
2012,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,259,474.65,"Tompkins, NY",0.545665227
2007,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,88,474.65,"Tompkins, NY",0.185399768
2002,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,128,474.65,"Tompkins, NY",0.26967239
2012,NEW YORK,36,SOUTHEAST,90,ULSTER,111,208,1124.24,"Ulster, NY",0.185013876
2007,NEW YORK,36,SOUTHEAST,90,ULSTER,111,388,1124.24,"Ulster, NY",0.345122038
2002,NEW YORK,36,SOUTHEAST,90,ULSTER,111,512,1124.24,"Ulster, NY",0.455418772
2012,NEW YORK,36,EASTERN,60,WASHINGTON,115,1032,831.18,"Washington, NY",1.241608316
2007,NEW YORK,36,EASTERN,60,WASHINGTON,115,1776,831.18,"Washington, NY",2.136721288
2002,NEW YORK,36,EASTERN,60,WASHINGTON,115,2675,831.18,"Washington, NY",3.218316129
2002,NEW YORK,36,WESTERN,40,WAYNE,117,1702,603.83,"Wayne, NY",2.81867413
2012,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,95,430.5,"Westchester, NY",0.220673635
2007,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,51,430.5,"Westchester, NY",0.118466899
2002,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,41,430.5,"Westchester, NY",0.095238095
2012,NEW YORK,36,WESTERN,40,WYOMING,121,1092,592.75,"Wyoming, NY",1.84226065
2007,NEW YORK,36,WESTERN,40,WYOMING,121,171,592.75,"Wyoming, NY",0.288485871
2002,NEW YORK,36,WESTERN,40,WYOMING,121,179,592.75,"Wyoming, NY",0.301982286
2012,NEW YORK,36,WESTERN,40,YATES,123,672,338.14,"Yates, NY",1.987342521
2007,NEW YORK,36,WESTERN,40,YATES,123,433,338.14,"Yates, NY",1.28053469
2002,NEW YORK,36,WESTERN,40,YATES,123,74,338.14,"Yates, NY",0.218844266
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,615,423.94,"Alamance, NC",1.450676983
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,306,423.94,"Alamance, NC",0.721800255
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,149,423.94,"Alamance, NC",0.35146483
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,79,259.99,"Alexander, NC",0.303857841
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,195,259.99,"Alexander, NC",0.750028847
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,214,259.99,"Alexander, NC",0.823108581
2012,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,87,235.06,"Alleghany, NC",0.370118268
2007,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,344,235.06,"Alleghany, NC",1.463456139
2002,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,271,235.06,"Alleghany, NC",1.152897133
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,24,531.45,"Anson, NC",0.045159469
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,32,531.45,"Anson, NC",0.060212626
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,3,531.45,"Anson, NC",0.005644934
2012,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,460,426.14,"Ashe, NC",1.079457455
2007,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,222,426.14,"Ashe, NC",0.520955555
2002,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,132,426.14,"Ashe, NC",0.309757357
2012,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,153,247.09,"Avery, NC",0.619207576
2007,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,58,247.09,"Avery, NC",0.234732284
2002,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,29,247.09,"Avery, NC",0.117366142
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,48,827.19,"Beaufort, NC",0.058027781
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,29,699.27,"Bertie, NC",0.041471821
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,278,874.33,"Bladen, NC",0.317957751
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,55,874.33,"Bladen, NC",0.06290531
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,8,874.33,"Bladen, NC",0.009149863
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,134,846.97,"Brunswick, NC",0.158211035
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,217,846.97,"Brunswick, NC",0.256207422
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,162,846.97,"Brunswick, NC",0.191270057
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,21,920,656.67,"Buncombe, NC",1.401008117
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,21,891,656.67,"Buncombe, NC",1.356845904
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,21,516,656.67,"Buncombe, NC",0.785782813
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,23,723,507.1,"Burke, NC",1.425754289
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,23,337,507.1,"Burke, NC",0.664563203
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,23,170,507.1,"Burke, NC",0.335239598
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,121,361.75,"Cabarrus, NC",0.334485142
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,214,361.75,"Cabarrus, NC",0.591568763
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,37,361.75,"Cabarrus, NC",0.102280581
2012,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,387,471.57,"Caldwell, NC",0.820662892
2007,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,187,471.57,"Caldwell, NC",0.396547702
2002,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,505,471.57,"Caldwell, NC",1.070890854
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,30,506.25,"Carteret, NC",0.059259259
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,94,506.25,"Carteret, NC",0.185679012
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,281,424.92,"Caswell, NC",0.661300951
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,120,424.92,"Caswell, NC",0.2824061
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,23,424.92,"Caswell, NC",0.054127836
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,266,398.72,"Catawba, NC",0.667134831
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,320,398.72,"Catawba, NC",0.802568218
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,180,398.72,"Catawba, NC",0.451444623
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,269,682.19,"Chatham, NC",0.394318298
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,362,682.19,"Chatham, NC",0.530643955
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,31,682.19,"Chatham, NC",0.045441886
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CHEROKEE,39,180,455.43,"Cherokee, NC",0.395230881
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CHEROKEE,39,291,455.43,"Cherokee, NC",0.63895659
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CHEROKEE,39,65,455.43,"Cherokee, NC",0.142722262
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CLAY,43,54,214.75,"Clay, NC",0.25145518
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CLAY,43,4,214.75,"Clay, NC",0.01862631
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,636,464.25,"Cleveland, NC",1.369951535
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,910,464.25,"Cleveland, NC",1.960150781
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,593,464.25,"Cleveland, NC",1.277329025
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,206,937.29,"Columbus, NC",0.219782565
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,1965,937.29,"Columbus, NC",2.096469609
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,67,708.96,"Craven, NC",0.094504626
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,67,708.96,"Craven, NC",0.094504626
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,120,652.32,"Cumberland, NC",0.183958793
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,521,652.32,"Cumberland, NC",0.798687761
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,14,652.32,"Cumberland, NC",0.021461859
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,19,261.85,"Currituck, NC",0.072560626
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,21,261.85,"Currituck, NC",0.080198587
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,182,552.68,"Davidson, NC",0.32930448
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,357,552.68,"Davidson, NC",0.645943403
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,115,552.68,"Davidson, NC",0.208077007
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,139,264.11,"Davie, NC",0.526295862
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,157,264.11,"Davie, NC",0.594449282
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,155,264.11,"Davie, NC",0.58687668
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,35,816.22,"Duplin, NC",0.042880596
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,183,816.22,"Duplin, NC",0.224204259
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,122,816.22,"Duplin, NC",0.149469506
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,69,285.98,"Durham, NC",0.241275614
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,52,285.98,"Durham, NC",0.181830897
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,7,285.98,"Durham, NC",0.024477236
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,675,505.34,"Edgecombe, NC",1.335734357
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,412,505.34,"Edgecombe, NC",0.815292674
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,600,408.15,"Forsyth, NC",1.470047777
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,185,408.15,"Forsyth, NC",0.453264731
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,173,408.15,"Forsyth, NC",0.423863776
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,580,491.68,"Franklin, NC",1.179629027
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,236,356.03,"Gaston, NC",0.662865489
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,235,356.03,"Gaston, NC",0.660056737
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,161,356.03,"Gaston, NC",0.452209084
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,64,340.45,"Gates, NC",0.187986488
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,72,340.45,"Gates, NC",0.2114848
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,GRAHAM,75,80,292.08,"Graham, NC",0.273897562
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,GRAHAM,75,44,292.08,"Graham, NC",0.150643659
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,128,531.57,"Granville, NC",0.240796132
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,119,531.57,"Granville, NC",0.223865154
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,22,531.57,"Granville, NC",0.041386835
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,122,265.93,"Greene, NC",0.458767345
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,213,645.7,"Guilford, NC",0.329874555
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,432,645.7,"Guilford, NC",0.66904135
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,71,645.7,"Guilford, NC",0.109958185
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,35,724.09,"Halifax, NC",0.048336533
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,87,724.09,"Halifax, NC",0.12015081
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,124,594.99,"Harnett, NC",0.208406864
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,82,594.99,"Harnett, NC",0.137817442
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,32,594.99,"Harnett, NC",0.053782417
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,87,151,553.69,"Haywood, NC",0.27271578
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,87,129,553.69,"Haywood, NC",0.232982355
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,87,23,553.69,"Haywood, NC",0.04153949
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HENDERSON,89,171,373.07,"Henderson, NC",0.458359021
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HENDERSON,89,283,373.07,"Henderson, NC",0.758570778
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HENDERSON,89,221,373.07,"Henderson, NC",0.592382127
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,54,390.74,"Hoke, NC",0.138199314
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,31,390.74,"Hoke, NC",0.079336643
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,785,573.83,"Iredell, NC",1.368000976
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,1347,573.83,"Iredell, NC",2.347385114
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,317,573.83,"Iredell, NC",0.55242842
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,JACKSON,99,47,490.76,"Jackson, NC",0.095769826
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,JACKSON,99,144,490.76,"Jackson, NC",0.293422447
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,99,791.3,"Johnston, NC",0.125110578
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,102,791.3,"Johnston, NC",0.128901807
2002,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,3,791.3,"Johnston, NC",0.00379123
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,90,470.71,"Jones, NC",0.191200527
2002,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,3,470.71,"Jones, NC",0.006373351
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,79,254.96,"Lee, NC",0.309852526
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,192,254.96,"Lee, NC",0.753059303
2002,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,36,254.96,"Lee, NC",0.141198619
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,71,400.59,"Lenoir, NC",0.177238573
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,54,400.59,"Lenoir, NC",0.134801168
2002,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,45,400.59,"Lenoir, NC",0.112334307
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,125,297.94,"Lincoln, NC",0.41954756
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,234,297.94,"Lincoln, NC",0.785393032
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,113,297.94,"Lincoln, NC",0.379270994
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,440,440.61,"McDowell, NC",0.998615556
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,487,440.61,"McDowell, NC",1.105285854
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MCDOWELL,111,423,440.61,"McDowell, NC",0.960032682
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,294,515.56,"Macon, NC",0.570253705
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,278,515.56,"Macon, NC",0.539219489
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MACON,113,412,515.56,"Macon, NC",0.799131042
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MADISON,115,268,449.57,"Madison, NC",0.596125186
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MADISON,115,248,449.57,"Madison, NC",0.551638232
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MADISON,115,83,449.57,"Madison, NC",0.18462086
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,11,461.22,"Martin, NC",0.02384979
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,23,461.22,"Martin, NC",0.049867742
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,147,523.84,"Mecklenburg, NC",0.280620037
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,169,523.84,"Mecklenburg, NC",0.322617593
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,14,523.84,"Mecklenburg, NC",0.026725718
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MITCHELL,121,56,221.43,"Mitchell, NC",0.252901594
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MITCHELL,121,185,221.43,"Mitchell, NC",0.835478481
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,MITCHELL,121,48,221.43,"Mitchell, NC",0.216772795
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,24,491.76,"Montgomery, NC",0.048804295
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,53,491.76,"Montgomery, NC",0.107776151
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,8,491.76,"Montgomery, NC",0.016268098
2012,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,139,697.84,"Moore, NC",0.19918606
2007,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,306,697.84,"Moore, NC",0.43849593
2002,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,280,697.84,"Moore, NC",0.401238106
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,81,540.41,"Nash, NC",0.149886198
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,425,540.41,"Nash, NC",0.786439925
2002,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,19,540.41,"Nash, NC",0.035158491
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,NEW HANOVER,129,60,191.53,"New Hanover, NC",0.313266851
2002,NORTH CAROLINA,37,SOUTHERN COASTAL,90,NEW HANOVER,129,120,191.53,"New Hanover, NC",0.626533702
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,16,536.59,"Northampton, NC",0.029817924
2007,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,5,536.59,"Northampton, NC",0.009318101
2002,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,5,536.59,"Northampton, NC",0.009318101
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,239,762.74,"Onslow, NC",0.313343997
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,410,762.74,"Onslow, NC",0.537535726
2002,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,172,397.96,"Orange, NC",0.432204242
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,27,336.54,"Pamlico, NC",0.080228205
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,46,336.54,"Pamlico, NC",0.136685089
2002,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,59,336.54,"Pamlico, NC",0.175313484
2012,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,18,869.8,"Pender, NC",0.020694413
2007,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,28,869.8,"Pender, NC",0.032191308
2012,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,37,247.09,"Perquimans, NC",0.149743009
2012,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,117,392.32,"Person, NC",0.298225938
2007,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,160,392.32,"Person, NC",0.407830343
2012,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,232,651.98,"Pitt, NC",0.355839136
2007,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,353,651.98,"Pitt, NC",0.541427651
2002,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,12,651.98,"Pitt, NC",0.018405473
2012,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,107,237.79,"Polk, NC",0.44997687
2007,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,59,237.79,"Polk, NC",0.248118087
2002,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,POLK,149,38,237.79,"Polk, NC",0.15980487
2012,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,194,782.52,"Randolph, NC",0.247916986
2007,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,261,782.52,"Randolph, NC",0.333537801
